time,open,high,low,close,Up Trend,Down Trend,VWAP,Histogram,MACD,Signal line
2026-03-25T11:10:00+05:30,23422,23430.6,23410.7,23430,23316.265173477528,,23277.980288017327,-0.006874879301236092,84.16171631703037,84.1685911963316
2026-03-25T11:15:00+05:30,23431.9,23431.9,23402.2,23406,23316.265173477528,,23281.05753858289,-1.537857478888526,82.24626934772095,83.78412682660948
2026-03-25T11:20:00+05:30,23408.9,23413.2,23381,23382.8,23316.265173477528,,23283.87725479485,-4.66124437388514,77.95757135925305,82.61881573313819
2026-03-25T11:25:00+05:30,23382.8,23390,23368.1,23381.9,23316.265173477528,,23285.883709459355,-7.185228507119007,73.63728009923943,80.82250860635844
2026-03-25T11:30:00+05:30,23382.6,23394.8,23369.8,23375.7,23316.265173477528,,23287.54075225501,-9.523064211736298,68.91867834168806,78.44174255342436
2026-03-25T11:35:00+05:30,23376.1,23380.6,23336.4,23351.9,23316.265173477528,,23288.97348225004,-12.723158370401904,62.53779459042198,75.26095296082389
2026-03-25T11:40:00+05:30,23349,23371.3,23341.9,23346.3,23316.265173477528,,23290.903522268887,-15.105465066599166,56.37912162757493,71.4845866941741
2026-03-25T11:45:00+05:30,23345,23394.2,23341.3,23375,23316.265173477528,,23293.489507066803,-14.626939691552224,53.200912079733826,67.82785177128605
2026-03-25T11:50:00+05:30,23375.1,23400.1,23375.1,23395.7,23316.265173477528,,23294.776829542596,-12.857588844923868,51.75586571513122,64.61345456005509
2026-03-25T11:55:00+05:30,23395.7,23405,23376.9,23390,23316.265173477528,,23296.032269114585,-12.027407174234966,49.579195592261385,61.60660276649635
2026-03-25T12:00:00+05:30,23392.3,23401.9,23382,23398.8,23316.265173477528,,23297.111513179134,-10.876629024077431,48.01081648639956,58.887445510476994
2026-03-25T12:05:00+05:30,23398.3,23413.5,23389.9,23397.2,23316.265173477528,,23298.65760443698,-10.224146569822231,46.1072622981992,56.331408868021434
2026-03-25T12:10:00+05:30,23400,23439.6,23395.4,23438.2,23320.126293185353,,23301.772735054394,-7.17625503579449,47.36109007327832,54.53734510907281
2026-03-25T12:15:00+05:30,23437.4,23440.7,23412,23435,23330.103663866816,,23304.02956829389,-5.591127611875791,47.54843559422807,53.13956320610386
2026-03-25T12:20:00+05:30,23434.8,23444,23423.6,23423.9,23341.058297480133,,23305.265704138106,-5.497343625946733,46.26788367367044,51.76522729961717
2026-03-25T12:25:00+05:30,23425,23433.6,23410,23420,23341.058297480133,,23307.147043926605,-5.87120438873005,44.426221813704615,50.297426202434664
2026-03-25T12:30:00+05:30,23424.3,23455,23404.7,23439.6,23341.058297480133,,23310.379707295255,-5.0054806591231085,44.040575378530775,49.046056037653884
2026-03-25T12:35:00+05:30,23440,23451.3,23420.9,23420.9,23341.058297480133,,23311.770177364157,-5.841000074163993,41.744805944948894,47.58580601911289
2026-03-25T12:40:00+05:30,23420.9,23444.8,23416.8,23440,23341.058297480133,,23313.04653392163,-5.273405912355365,40.99404862866868,46.267454541024044
2026-03-25T12:45:00+05:30,23440,23445,23403,23406.1,23341.058297480133,,23314.081465964675,-7.22643859083577,37.23440630247933,44.4608448933151
2026-03-25T12:50:00+05:30,23406.1,23410,23380.1,23380.1,23341.058297480133,,23314.92655028026,-10.136340080444015,31.790419792760076,41.92675987320409
2026-03-25T12:55:00+05:30,23384.4,23387.9,23360,23360,23341.058297480133,,23316.112565150022,-13.09381957282902,25.559485407167813,38.65330497999683
2026-03-25T13:00:00+05:30,23361,23394.4,23355,23385.1,23341.058297480133,,23316.818533674705,-13.011682205654857,22.38870222292826,35.400384428583116
2026-03-25T13:05:00+05:30,23385.9,23410.9,23373,23388.7,23341.058297480133,,23317.625101807997,-12.371101170920582,19.93650796493239,32.30760913585297
2026-03-25T13:10:00+05:30,23389.5,23400,23382,23382,23341.058297480133,,23318.14617256164,-12.043204475901781,17.253603540975746,29.296808016877527
2026-03-25T13:15:00+05:30,23382,23406.8,23375,23375,23341.058297480133,,23318.809295843093,-11.920177553944797,14.396586074446532,26.316763628391328
2026-03-25T13:20:00+05:30,23376.6,23392.7,23363.7,23384,23341.058297480133,,23319.373707055176,-10.883757194367924,12.712067135431425,23.59582432979935
2026-03-25T13:25:00+05:30,23389.7,23419,23385.9,23409.9,23341.058297480133,,23320.440794027636,-8.225845588591056,13.313517344060529,21.539362932651585
2026-03-25T13:30:00+05:30,23410.6,23431.5,23384,23417.9,23341.058297480133,,23321.67320548514,-5.814534617886078,14.271194660293986,20.085729278180064
2026-03-25T13:35:00+05:30,23419.4,23438.3,23412.2,23424.2,23341.058297480133,,23322.880098672227,-3.7794305813235596,15.361441051525617,19.140871632849176
2026-03-25T13:40:00+05:30,23427.1,23432.2,23414.6,23432.2,23341.058297480133,,23323.677524346487,-1.96970516390099,16.67874017797294,18.64844534187393
2026-03-25T13:45:00+05:30,23432.2,23448,23425.7,23445,23346.125664006788,,23324.908283515862,-0.08529735263405769,18.54182365108136,18.627121003715416
2026-03-25T13:50:00+05:30,23447.4,23460.5,23422,23424.6,23348.048097606108,,23326.87067343615,-0.37141586387271985,18.162851173874515,18.534267037747234
2026-03-25T13:55:00+05:30,23422.7,23435.6,23414.1,23425.6,23348.048097606108,,23327.50361483625,-0.6364348812469132,17.738723436188593,18.375158317435506
2026-03-25T14:00:00+05:30,23425.6,23459.9,23424.9,23446.1,23350.601459060952,,23328.750122873258,0.37155859846009065,18.83960656551062,18.46804796705053
2026-03-25T14:05:00+05:30,23444.8,23446.5,23398.1,23400.9,23350.601459060952,,23330.214688041862,-2.069056404874555,15.881727460957336,17.95078386583189
2026-03-25T14:10:00+05:30,23402.7,23418.2,23389,23392.9,23350.601459060952,,23330.98924363082,-4.164518431242307,12.745135826779006,16.909654258021313
2026-03-25T14:15:00+05:30,23394,23407.1,23377.1,23380.5,23350.601459060952,,23331.613743455106,-6.205103617259288,9.153274736447202,15.35837835370649
2026-03-25T14:20:00+05:30,23380.7,23385.1,23315.5,23325.7,,23455.292098491926,23331.971458719556,-10.79604847508563,1.8633177598494512,12.659366234935082
2026-03-25T14:25:00+05:30,23319.1,23342,23313,23330,,23432.4007324391,23331.89027694658,-12.948614140991415,-3.5264014413041878,9.422212699687227
2026-03-25T14:30:00+05:30,23332.2,23352.9,23295.6,23331.9,,23432.4007324391,23331.77239273197,-13.58365980179864,-7.557362052561075,6.026297749237566
2026-03-25T14:35:00+05:30,23331.9,23345,23315,23333.3,,23432.4007324391,23331.765352406772,-13.235212103285479,-10.517717379869282,2.7174947234161966
2026-03-25T14:40:00+05:30,23334.4,23366,23331.4,23354.4,,23432.4007324391,23332.01311406335,-11.00122232192373,-11.034033178988466,-0.032810857064736076
2026-03-25T14:45:00+05:30,23358.8,23367.9,23330,23347,,23432.4007324391,23332.188265887875,-9.496250135696046,-11.903123526684794,-2.406873390988748
2026-03-25T14:50:00+05:30,23341.5,23351.9,23306,23315.5,,23432.4007324391,23331.99417529179,-10.043467006584411,-14.961207149219263,-4.917740142634852
2026-03-25T14:55:00+05:30,23314.9,23325.1,23309,23322,,23422.85369324817,23331.824682040533,-9.400307890397508,-16.668125005631737,-7.267817115234228
2026-03-25T15:00:00+05:30,23317.9,23346,23292.6,23313,,23422.85369324817,23331.5374651747,-9.01250821656907,-18.533452385945566,-9.520944169376495
2026-03-25T15:05:00+05:30,23312,23322.3,23301.6,23319.1,,23418.278991531013,23331.36195513497,-7.820903940874583,-19.297074095469725,-11.476170154595142
2026-03-25T15:10:00+05:30,23318.2,23318.5,23299.5,23301.9,,23410.576092377916,23331.008967217746,-7.657082523040842,-21.047523308396194,-13.390440785355352
2026-03-25T15:15:00+05:30,23304.5,23309,23276.9,23276.9,,23393.998483140123,23330.070580797994,-8.62636901631762,-24.173402055752376,-15.547033039434757
2026-03-25T15:20:00+05:30,23277,23291.8,23271.1,23290,,23378.603634826108,23329.361365506094,-7.803939765304559,-25.301957746065455,-17.498017980760896
2026-03-25T15:25:00+05:30,23288.6,23315,23285,23315,,23378.603634826108,23328.88582591008,-5.124393940679052,-23.903510406609712,-18.77911646593066
2026-03-27T09:15:00+05:30,23168.5,23168.5,23052.6,23070.7,,23276.06444420915,23097.266666666666,-18.595726981655385,-42.02377519299989,-23.428048211344507
2026-03-27T09:20:00+05:30,23071,23114,23056.9,23085.9,,23251.542999788235,23092.829904196533,-24.8808612787383,-54.52912480976738,-29.64826353102908
2026-03-27T09:25:00+05:30,23085.4,23098.8,23070.9,23072.7,,23242.703699809408,23091.489550766593,-28.088061434096304,-64.75834032364946,-36.67027888955316
2026-03-27T09:30:00+05:30,23065.1,23075.3,23027.1,23028,,23207.728329828467,23082.740432098766,-31.144183403739234,-75.6005081442272,-44.45632474048797
2026-03-27T09:35:00+05:30,23027,23030.5,23005.1,23026.1,,23166.29549684562,23073.779280171704,-31.143025624603332,-83.38510677124214,-52.2420811466388
2026-03-27T09:40:00+05:30,23028.1,23066,23027,23058.3,,23166.29549684562,23070.83669132693,-26.978521229810788,-85.96523268390229,-58.9867114540915
2026-03-27T09:45:00+05:30,23056.1,23060.5,23033.2,23042.6,,23166.29549684562,23069.0271396026,-23.418198625433888,-88.25945973588387,-64.84126111044998
2026-03-27T09:50:00+05:30,23042.5,23044.9,23021,23022.1,,23165.43991720046,23067.087087055774,-20.67615343106482,-90.686452899281,-70.01029946821618
2026-03-27T09:55:00+05:30,23020,23021,22982.6,22996.1,,23132.890925480413,23061.37685783051,-18.894603219692655,-93.628553492832,-74.73395027313934
2026-03-27T10:00:00+05:30,22991.7,23044.6,22989.6,23033.2,,23132.890925480413,23058.967755763762,-13.73850525212032,-91.90708183828974,-78.16857658616942
2026-03-27T10:05:00+05:30,23031.9,23034.5,23006.9,23025,,23132.890925480413,23057.720085137462,-9.597224640779274,-90.16510738714351,-80.56788274636423
2026-03-27T10:10:00+05:30,23026.7,23027,22982.5,22987.3,,23132.890925480413,23055.467769122013,-8.1698517271777,-90.78019740533637,-82.61034567815867
2026-03-27T10:15:00+05:30,22986.9,22995,22976.1,22977.2,,23107.9790562077,23050.994408020262,-6.738340562100149,-91.03327138078384,-84.2949308186837
2026-03-27T10:20:00+05:30,22978.4,23019.8,22971,23016,,23107.9790562077,23049.39430479019,-2.243236000049933,-87.09897581874611,-84.85573981869618
2026-03-27T10:25:00+05:30,23016,23024.9,23001,23010.4,,23107.9790562077,23048.282631870192,1.108037257706286,-83.47069324656331,-84.5787305042696
2026-03-27T10:30:00+05:30,23010.6,23045.4,23010.6,23019.2,,23107.9790562077,23047.525452455742,4.483148849666094,-78.97479444218698,-83.45794329185307
2026-03-27T10:35:00+05:30,23019.8,23030,23004.4,23025,,23107.9790562077,23046.779336152355,7.49460192639269,-74.0896908838622,-81.5842928102549
2026-03-27T10:40:00+05:30,23025,23026.1,23001.2,23006.5,,23107.9790562077,23045.942600155588,8.552404599975247,-70.89378706028583,-79.44619166026108
2026-03-27T10:45:00+05:30,23004.3,23006.1,22982,22985.3,,23100.411130660075,23043.942296549343,8.138444932912336,-69.27313549412065,-77.41158042703299
2026-03-27T10:50:00+05:30,22986.7,22987.7,22951,22951,,23076.085017594065,23040.580956031667,5.969153035039042,-69.95013913323419,-75.91929216827323
2026-03-27T10:55:00+05:30,22952.1,22979.9,22950,22977,,23069.98151583466,23037.723108803486,6.647970988208414,-67.6093284330127,-74.25729942122112
2026-03-27T11:00:00+05:30,22973.2,23002,22970,22990,,23069.98151583466,23035.08871564765,8.231562559894996,-63.967846221352374,-72.19940878124737
2026-03-27T11:05:00+05:30,22982.1,23003,22980,23001.2,,23069.98151583466,23034.25420320896,10.165601029321351,-59.49240749459568,-69.65800852391703
2026-03-27T11:10:00+05:30,23002.6,23008.4,22985,22996.6,,23069.98151583466,23033.59890001573,11.18641878319795,-55.674985044919595,-66.86140382811755
2026-03-27T11:15:00+05:30,22994.6,23002,22963.9,22970.4,,23069.98151583466,23031.382472785095,10.17737688146444,-54.13968272628699,-64.31705960775143
2026-03-27T11:20:00+05:30,22974.6,22976,22957.6,22957.6,,23061.64191978521,23030.2807631932,8.780914310936929,-53.34091671908027,-62.1218310300172
2026-03-27T11:25:00+05:30,22959.7,22971.6,22927.9,22940.8,,23048.21772780669,23027.385685159476,6.939544711104709,-53.44740014113631,-60.38694485224102
2026-03-27T11:30:00+05:30,22934.9,22955.3,22928.6,22935.8,,23038.580955026016,23024.144958796973,5.653075448652871,-53.32060054142494,-58.97367599007781
2026-03-27T11:35:00+05:30,22952.4,22961.6,22936.1,22956.7,,23038.580955026016,23022.484238115987,6.4218388024258175,-50.94637748704554,-57.368216289471356
2026-03-27T11:40:00+05:30,22958.1,22964,22934,22956.8,,23038.580955026016,23021.07926297494,7.096438221207272,-48.497668512962264,-55.594106734169536
2026-03-27T11:45:00+05:30,22958.5,22962.9,22950,22958.1,,23038.580955026016,23020.038363006413,7.737060871949822,-45.92278064423226,-53.659841516182084
2026-03-27T11:50:00+05:30,22955.8,22970.3,22951,22967.9,,23038.580955026016,23018.846973101314,8.847620860469434,-42.600315440595296,-51.44793630106473
2026-03-27T11:55:00+05:30,22965,22965,22939,22947,,23037.714526633314,23017.763651736554,8.215143281570377,-41.17900719910176,-49.39415048067214
2026-03-27T12:00:00+05:30,22946.4,22953,22916.9,22948.3,,23022.923073969985,23016.12901943026,7.921347206921574,-39.49246647202017,-47.41381367894174
2026-03-27T12:05:00+05:30,22945,22958.9,22939.5,22944.8,,23022.923073969985,23015.332141192055,7.530852274565561,-38.000248335734796,-45.531100610300356
2026-03-27T12:10:00+05:30,22945,22950.2,22929.1,22939.6,,23022.476189915687,23014.026289673002,6.974564397023769,-36.81289511402065,-43.78745951104442
2026-03-27T12:15:00+05:30,22939.6,22944,22904.4,22917.6,,23010.62357092412,23012.387533414345,5.255489047936962,-37.21809820112321,-42.473587249060174
2026-03-27T12:20:00+05:30,22919.2,22938,22911,22936.9,,23010.381213831704,23011.250941771326,5.521409002112421,-35.57182599641965,-41.09323499853207
2026-03-27T12:25:00+05:30,22939.4,22976,22933.5,22974.8,,23010.381213831704,23009.514391417426,8.191969732242931,-30.853272833228402,-39.045242565471334
2026-03-27T12:30:00+05:30,22970,22973.2,22939.1,22964.6,,23010.381213831704,23008.708180078087,9.141416723023681,-27.61847166169173,-36.75988838471541
2026-03-27T12:35:00+05:30,22964.9,22971.8,22951.9,22961,,23010.381213831704,23008.10367341333,9.362692828722729,-25.056522348811995,-34.419215177534724
2026-03-27T12:40:00+05:30,22961,22967.5,22945.9,22966.8,,23010.381213831704,23007.599788727177,9.694512440610275,-22.30107462677188,-31.995587067382154
2026-03-27T12:45:00+05:30,22968.4,22969.8,22950,22959.3,,23010.381213831704,23006.809947141384,9.207353364610817,-20.486395361618634,-29.69374872622945
2026-03-27T12:50:00+05:30,22960,22977.5,22942.4,22960,,23010.381213831704,23005.95110896396,8.734731419582438,-18.775334451751405,-27.510065871333843
2026-03-27T12:55:00+05:30,22960,22966.6,22945.3,22946.7,,23010.381213831704,23005.29383072386,7.382641176736257,-18.281764400413522,-25.66440557714978
2026-03-27T13:00:00+05:30,22947.7,22960.2,22927.5,22928.4,,23010.381213831704,23004.292361634893,5.2142811960216235,-19.146554082122748,-24.36083527814437
2026-03-27T13:05:00+05:30,22928.4,22940,22925.7,22927.1,,23010.381213831704,23003.11061041976,3.720984053931552,-19.709605210729933,-23.430589264661485
2026-03-27T13:10:00+05:30,22933.1,22950,22917.5,22950,,23010.381213831704,23001.589764537173,4.264990913747766,-18.099350622476777,-22.364341536224543
2026-03-27T13:15:00+05:30,22950,23011.1,22940.6,22978.6,,23010.381213831704,23000.55446353872,6.4114626210449615,-14.350013259918342,-20.761475880963303
2026-03-27T13:20:00+05:30,22977.4,22977.4,22950,22957.1,,23010.381213831704,22999.41611744781,6.237928678588741,-12.964065032727376,-19.201993711316117
2026-03-27T13:25:00+05:30,22957.3,22977.1,22941,22941.1,,23010.381213831704,22998.265067343473,4.956136726595069,-13.006822803072282,-17.96295952966735
2026-03-27T13:30:00+05:30,22940.6,22945.8,22913.3,22921,,23010.381213831704,22996.854820387773,2.773955317155167,-14.495515383223392,-17.26947070037856
2026-03-27T13:35:00+05:30,22921.8,22933.2,22901.3,22908,,23010.381213831704,22995.086964858503,0.5886038024234352,-16.533715947349265,-17.1223197497727
2026-03-27T13:40:00+05:30,22905.2,22946.2,22905.2,22925.2,,23010.381213831704,22993.8093721334,0.44177696479727047,-16.570098543776112,-17.011875508573382
2026-03-27T13:45:00+05:30,22928.4,22935.2,22912.5,22914.8,,23010.381213831704,22993.01549686672,-0.18201961298895952,-17.239400024809584,-17.057380411820624
2026-03-27T13:50:00+05:30,22912,22937.4,22911.7,22919.8,,23010.381213831704,22991.43993831423,-0.08886425377324514,-17.16846072903718,-17.079596475263934
2026-03-27T13:55:00+05:30,22925,22935,22905,22917.2,,23010.381213831704,22990.359534498446,-0.036032373383438454,-17.12463694199323,-17.088604568609792
2026-03-27T14:00:00+05:30,22915.8,22928.9,22910.2,22914.1,,23009.17951930043,22989.44830858603,-0.043070709632196724,-17.14244295565004,-17.099372246017843
2026-03-27T14:05:00+05:30,22914.1,22924,22884,22901.2,,22996.666567370386,22987.3521541316,-0.7125805151337161,-17.990097889934987,-17.27751737480127
2026-03-27T14:10:00+05:30,22902.2,22909.5,22876.3,22906,,22986.259910633347,22986.084754577616,-0.6310210283322775,-18.066293660216616,-17.435272631884338
2026-03-27T14:15:00+05:30,22904.7,22910.5,22881.7,22884.6,,22986.259910633347,22984.91854401175,-1.7535659102683034,-19.62723001971972,-17.873664109451415
2026-03-27T14:20:00+05:30,22885,22901.5,22860.6,22876.9,,22976.71752761301,22982.618329879577,-2.6936756998064837,-21.24075873420952,-18.547083034403038
2026-03-27T14:25:00+05:30,22878.2,22886.5,22862.2,22875.7,,22967.740774851707,22981.197151046286,-3.0492023525460397,-22.35858597508559,-19.30938362253955
2026-03-27T14:30:00+05:30,22873.7,22879.5,22843.8,22850,,22956.41169736654,22979.00564137727,-4.576269340362565,-25.029720297992753,-20.45345095763019
2026-03-27T14:35:00+05:30,22850,22865,22820.3,22826,,22941.34552762989,22974.90047340028,-6.638663466838949,-28.751780291178875,-22.113116824339926
2026-03-27T14:40:00+05:30,22826.1,22859.9,22818,22842.3,,22940.345974866897,22971.718947094683,-6.341493456002468,-30.03998364434301,-23.698490188340543
2026-03-27T14:45:00+05:30,22845.6,22854,22836.3,22846.7,,22940.345974866897,22970.491162042683,-5.325949152364139,-30.355926628795714,-25.029977476431576
2026-03-27T14:50:00+05:30,22845,22863,22842,22852.3,,22940.345974866897,22969.005197239836,-3.8246581576969056,-29.810800173552707,-25.9861420158558
2026-03-27T14:55:00+05:30,22853,22864,22836,22836,,22940.345974866897,22967.158396628824,-3.4865003702900736,-30.344267478718393,-26.85776710842832
2026-03-27T15:00:00+05:30,22835,22845,22807.8,22836.9,,22920.619889110174,22963.236082643918,-2.7894884763018233,-30.3446277038056,-27.555139227503776
2026-03-27T15:05:00+05:30,22837.2,22840,22816.2,22823.2,,22920.037900199153,22960.990047044193,-2.8294723789535148,-31.09197970119567,-28.262507322242154
2026-03-27T15:10:00+05:30,22823.8,22835.3,22814.3,22818.1,,22913.844110179238,22956.818795185656,-2.7740140979836063,-31.730024944721663,-28.956010846738057
2026-03-27T15:15:00+05:30,22821.3,22821.8,22805,22816.5,,22898.579699161317,22951.713851919136,-2.431957357455051,-31.99595754355687,-29.56400018610182
2026-03-27T15:20:00+05:30,22820,22822.4,22806.5,22810.9,,22895.881729245186,22946.046965048507,-2.177925166887306,-32.28640664471095,-30.108481477823645
2026-03-27T15:25:00+05:30,22811,22815,22794.9,22801.7,,22884.268556320665,22940.238610130564,-2.217161503855152,-32.879933357642585,-30.662771853787433
2026-03-30T09:15:00+05:30,22613,22622.8,22470.4,22510,,22717.376700688597,22534.399999999998,-20.461592707641877,-56.23976273833978,-35.7781700306979
2026-03-30T09:20:00+05:30,22511,22537.2,22487.3,22515,,22680.919030619738,22527.854709825362,-30.17894716608633,-73.50185398830581,-43.32290682221948
2026-03-30T09:25:00+05:30,22515,22581.3,22502.9,22569,,22680.919030619738,22532.175189625057,-30.84644588737391,-81.88096418143687,-51.034518294062956
2026-03-30T09:30:00+05:30,22569.2,22675,22560,22671,,22680.919030619738,22560.285231604783,-22.673125818466936,-79.37592556714662,-56.70279974867969
2026-03-30T09:35:00+05:30,22670,22709.9,22656,22675,,22680.919030619738,22581.258334769867,-15.589465164865132,-76.1896312047611,-60.60016603989597
2026-03-30T09:40:00+05:30,22672,22701.2,22643.7,22656,,22680.919030619738,22587.323234952546,-10.992393842489477,-74.34065834300782,-63.34826450051834
2026-03-30T09:45:00+05:30,22653.6,22686,22621,22625.5,,22680.919030619738,22590.58884107752,-8.903703859508454,-74.4778943249039,-65.57419046539545
2026-03-30T09:50:00+05:30,22625.5,22661.7,22611.1,22611.2,,22680.919030619738,22592.62510409975,-7.442571788967754,-74.87740520160514,-67.43483341263739
2026-03-30T09:55:00+05:30,22611.9,22626,22581,22607.1,,22680.919030619738,22593.676754314514,-5.78347252014477,-74.66417406281835,-68.88070154267358
2026-03-30T10:00:00+05:30,22603.9,22663,22592.7,22641.4,,22680.919030619738,22595.314991055086,-1.6234839775586067,-70.91005651462183,-69.28657253706322
2026-03-30T10:05:00+05:30,22640.1,22640.1,22581,22590,,22680.919030619738,22595.642829015753,-1.5795335026994337,-71.2609894154375,-69.68145591273807
2026-03-30T10:10:00+05:30,22587,22589.7,22545,22589.7,,22680.919030619738,22594.458108515733,-0.8530572068643067,-70.74777742131846,-69.89472021445415
2026-03-30T10:15:00+05:30,22589.1,22594,22542,22553.3,,22680.919030619738,22593.653699978877,-2.038743410921171,-72.44314947810562,-70.40440606718445
2026-03-30T10:20:00+05:30,22545.2,22556.4,22526.9,22531.1,,22680.919030619738,22592.38898552286,-3.4499228602533805,-74.71680964250118,-71.2668867822478
2026-03-30T10:25:00+05:30,22535.4,22555.1,22525,22525,,22680.919030619738,22591.226953684898,-3.8931332890896186,-76.13330339360982,-72.2401701045202
2026-03-30T10:30:00+05:30,22525,22533.9,22512,22523.8,,22672.8965913613,22589.11024494143,-3.3848258745302644,-76.47120244768303,-73.08637657315276
2026-03-30T10:35:00+05:30,22523.8,22549.9,22517,22537.5,,22672.8965913613,22587.16681699814,-1.348173930576806,-74.77159398637377,-73.42342005579697
2026-03-30T10:40:00+05:30,22537.5,22555.7,22503.1,22508.1,,22672.8965913613,22584.86628000032,-1.2078184543073291,-74.93319312368112,-73.72537466937379
2026-03-30T10:45:00+05:30,22508,22537.5,22503.9,22530.8,,22662.28776510239,22583.367856811652,1.0642706148694998,-72.39503640078692,-73.45930701565642
2026-03-30T10:50:00+05:30,22524.6,22533.9,22484,22492.2,,22651.348988592148,22580.738103352916,0.6389338580464567,-72.66063969309835,-73.2995735511448
2026-03-30T10:55:00+05:30,22491.4,22515,22477.1,22482.1,,22635.57908973293,22577.36674506081,0.36254686623713894,-72.84638996834838,-73.20893683458551
2026-03-30T11:00:00+05:30,22482,22508.1,22480,22503.8,,22628.05618075964,22575.823285651815,2.222582756077088,-70.43070838948915,-72.65329114556624
2026-03-30T11:05:00+05:30,22504.9,22505,22465.1,22465.1,,22617.625562683676,22572.49613181004,1.464528353565541,-70.82263070360932,-72.28715905717486
2026-03-30T11:10:00+05:30,22455.7,22476.8,22444.1,22466,,22589.578006415308,22568.414552623122,1.629085671870385,-70.25080196733688,-71.87988763920727
2026-03-30T11:15:00+05:30,22470.7,22483.3,22462.6,22481.6,,22589.578006415308,22566.92301312214,3.297698418624904,-67.75776461592613,-71.05546303455104
2026-03-30T11:20:00+05:30,22473,22484.1,22464.5,22477.1,,22589.578006415308,22565.65535738156,4.531301367609274,-65.39133632503945,-69.92263769264872
2026-03-30T11:25:00+05:30,22481.6,22485,22457.4,22460.1,,22583.93641667676,22563.929941467813,4.619532547748307,-64.14822200796334,-68.76775455571165
2026-03-30T11:30:00+05:30,22459.8,22505.1,22448.9,22497.8,,22583.93641667676,22561.60294226578,7.465539030171172,-59.435830767997686,-66.90136979816886
2026-03-30T11:35:00+05:30,22500,22534.5,22498,22511.2,,22583.93641667676,22560.35199966904,10.323088578126601,-53.99750907551061,-64.32059765363721
2026-03-30T11:40:00+05:30,22514.9,22518.9,22480.6,22480.6,,22583.93641667676,22559.607391952315,10.206570011755545,-51.56238513894277,-61.76895515069832
2026-03-30T11:45:00+05:30,22481.2,22485,22455,22460,,22583.93641667676,22557.306241699873,8.846985064929356,-50.71022381953662,-59.55720888446598
2026-03-30T11:50:00+05:30,22458.9,22473.4,22443.6,22467,,22570.50476268346,22555.748344771906,8.520745335395944,-48.90627721522105,-57.427022550617
2026-03-30T11:55:00+05:30,22474.3,22490.3,22461.5,22480,,22570.50476268346,22554.769263055314,9.222773875265524,-45.89855520653509,-55.12132908180062
