time,open,high,low,close,EMA,EMA
2026-04-10T14:09:00+05:30,41.65,42.05,41.05,41.75,45.00098962580288,43.16596163968134
2026-04-10T14:12:00+05:30,41.8,45.9,40.2,44,44.90999056891171,43.3176049779211
2026-04-10T14:15:00+05:30,44.05,57.95,44.05,52.95,45.64090051719246,45.06894952738999
2026-04-10T14:18:00+05:30,52.4,53,48.85,49.45,45.987182288356784,45.865504158773625
2026-04-10T14:21:00+05:30,49,57.9,46.8,57.4,47.02471117123344,47.962685220814784
2026-04-10T14:24:00+05:30,57.1,64.95,57,58.85,48.099737428394036,49.94219699884846
2026-04-10T14:27:00+05:30,59.5,63.8,58.05,59.65,49.149761298540035,51.70725208996692
2026-04-10T14:30:00+05:30,59.95,60.9,55.55,60.45,50.177055725945486,53.296842619063845
2026-04-10T14:33:00+05:30,59.7,59.7,54.25,57.45,50.83823247813226,54.05196214287042
2026-04-10T14:36:00+05:30,57.1,62.1,54.9,56,51.30748407102933,54.40615084416671
2026-04-10T14:39:00+05:30,55.95,57.5,52.5,54.35,51.58407642820848,54.39594159977276
2026-04-10T14:42:00+05:30,54.3,55.8,52.1,54.2,51.82188766200771,54.360315854359534
2026-04-10T14:45:00+05:30,55.3,58.6,54.35,57.3,52.31989787455247,54.89480388083962
2026-04-10T14:48:00+05:30,57.3,58.55,43.95,49.85,52.095361704138604,53.97756681159605
2026-04-10T14:51:00+05:30,50.8,50.8,46.65,47,51.63214700376237,52.70891830039677
2026-04-10T14:54:00+05:30,48.05,52,47.75,49.8,51.465588185238516,52.18002406396099
2026-04-10T14:57:00+05:30,49.55,51.75,48.1,50.2,51.3505347138532,51.82001968869536
2026-04-10T15:00:00+05:30,49.95,50.15,43.6,45.1,50.78230428532109,50.598197927114384
2026-04-10T15:03:00+05:30,44.85,44.85,39.95,40.7,49.865731168473715,48.79852557672995
2026-04-10T15:06:00+05:30,40.3,41,38,38.75,48.85521015315792,46.971520926415415
2026-04-10T15:09:00+05:30,38.95,39.55,38.55,39.3,47.98655468468902,45.57669893979443
2026-04-10T15:12:00+05:30,39.4,40.7,37.85,40.55,47.3105042588082,44.66275367801363
2026-04-10T15:15:00+05:30,40.65,42.6,40.05,41.8,46.80954932618928,44.14225300928388
2026-04-10T15:18:00+05:30,41.8,44.15,41.15,43.1,46.47231756926298,43.952752462141355
2026-04-10T15:21:00+05:30,42.95,45.2,42.9,44.6,46.30210688114816,44.07043383266111
2026-04-10T15:24:00+05:30,44.8,45.15,43,44,46.09282443740742,44.05762768126818
2026-04-10T15:27:00+05:30,44,44.25,42.6,44.1,45.911658579461296,44.06533173921942
2026-04-13T09:15:00+05:30,109,174.8,90,156.3,55.94696234496482,64.47163505936135
2026-04-13T09:18:00+05:30,157.2,166,151.6,158.2,65.2426930408771,81.51315595765928
2026-04-13T09:21:00+05:30,159.65,163.85,150.35,153.8,73.29335730988828,94.65621851081214
2026-04-13T09:24:00+05:30,155.3,161.6,140,146.3,79.93032482717116,104.04599696339176
2026-04-13T09:27:00+05:30,147.05,156.95,140.85,144.15,85.76847711561015,111.3376338791387
2026-04-13T09:30:00+05:30,146.25,158,139.55,141.9,90.87134283237286,116.89442771929531
2026-04-13T09:33:00+05:30,141.85,152.7,135.15,151.55,96.38758439306623,123.19544086124162
2026-04-13T09:36:00+05:30,153.05,160.45,149,151.85,101.42962217551475,128.40536070465222
2026-04-13T09:39:00+05:30,151.3,155.45,123.35,123.35,103.4223837959225,127.48620421289728
2026-04-13T09:42:00+05:30,125.95,133.3,116.7,121.25,105.04307617811136,126.35234890146141
2026-04-13T09:45:00+05:30,121.2,132,118.2,125.55,106.90734198010124,126.20646728301388
2026-04-13T09:48:00+05:30,126.7,133.6,115.4,120.8,108.17031089100112,125.22347323155681
2026-04-13T09:51:00+05:30,120.7,125.25,112.15,118.45,109.10482808272829,123.99193264400103
2026-04-13T09:54:00+05:30,118.3,119.6,99.6,100.75,108.34529825702572,119.76612670872811
2026-04-13T09:57:00+05:30,101,104.1,94.9,101.3,107.7048165972961,116.408649125323
2026-04-13T10:00:00+05:30,100.85,104.95,94.85,96.75,106.7089241793601,112.83434928435518
2026-04-13T10:03:00+05:30,97.8,105.15,92.55,96.95,105.82174925396373,109.94628577810879
2026-04-13T10:06:00+05:30,96.85,104.6,94.45,100.1,105.30159023087612,108.15605200027082
2026-04-13T10:09:00+05:30,100.75,102,94.2,94.9,104.35599111897828,105.7458607274943
2026-04-13T10:12:00+05:30,94.45,104.65,87,103.05,104.23726465361662,105.25570423158625
2026-04-13T10:15:00+05:30,103.65,114.05,103.65,113.5,105.07933150328783,106.75466709857056
2026-04-13T10:18:00+05:30,114,114.05,80.4,81.85,102.96757409389802,102.22654580792137
2026-04-13T10:21:00+05:30,79.55,80.4,67,69.2,99.89779463081638,96.22171929739021
2026-04-13T10:24:00+05:30,68.7,72.15,65.05,66.05,96.82072239165126,90.73595215241016
2026-04-13T10:27:00+05:30,65.55,68.35,61.35,67.15,94.12338399241024,86.44759721560831
2026-04-13T10:30:00+05:30,66.85,66.85,63.6,64.45,91.42580362946386,82.44803408549771
2026-04-13T10:33:00+05:30,64.25,69.65,64.15,68.4,89.33254875405805,79.89384606995267
2026-04-13T10:36:00+05:30,69.1,71.15,66.85,68.05,87.39777159459823,77.74041951177946
2026-04-13T10:39:00+05:30,67.25,71.2,55.85,66.8,85.52524690418021,75.75125232781956
2026-04-13T10:42:00+05:30,67.5,70.95,61.7,64,83.56840627652745,73.61466099548873
2026-04-13T10:45:00+05:30,63.7,64.05,51.6,55.05,80.97582388775223,70.23926808721805
2026-04-13T10:48:00+05:30,54.65,59.4,52.6,55.1,78.62347626159294,67.48667388954205
2026-04-13T10:51:00+05:30,55.6,57.8,48.75,52.2,76.22134205599359,64.70727863689804
2026-04-13T10:54:00+05:30,52.25,52.6,45.7,46.3,73.50122005090326,61.360500702916575
2026-04-13T10:57:00+05:30,45,53.8,44.45,50.9,71.44656368263932,59.45859148420447
2026-04-13T11:00:00+05:30,50.85,55.5,50.65,52.5,69.72414880239938,58.19339303253093
2026-04-13T11:03:00+05:30,51.4,55.25,47.2,47.5,67.7037716385449,56.24913975388894
2026-04-13T11:06:00+05:30,47.65,51.55,46.1,46.7,65.79433785322263,54.512932525909136
2026-04-13T11:09:00+05:30,46.6,54.4,44.1,51.8,64.52212532111147,54.01967206665293
2026-04-13T11:12:00+05:30,52.45,52.45,47.7,50,63.20193211010134,53.28882259998876
2026-04-13T11:15:00+05:30,49.6,49.8,46.1,46.7,61.70175646372849,52.09085485453626
2026-04-13T11:18:00+05:30,46.05,48.65,44.85,48.3,60.4834149670259,51.401608517347846
2026-04-13T11:21:00+05:30,48.85,52.25,39.5,43.35,58.925831788205365,49.93767969601188
2026-04-13T11:24:00+05:30,43.25,47.6,41.6,44.3,57.59621071655033,48.912647024009715
2026-04-13T11:27:00+05:30,44.35,50.9,44.35,50.2,56.92382792413667,49.146711201462495
2026-04-13T11:30:00+05:30,50.2,51.6,44.95,50.8,56.3671162946697,49.44730916483295
2026-04-13T11:33:00+05:30,49.65,52.3,43.1,43.1,55.16101481333609,48.29325295304514
2026-04-13T11:36:00+05:30,43.6,46.85,36,37.8,53.58274073939644,46.385388779764206
2026-04-13T11:39:00+05:30,37,40.2,35.6,39.4,52.293400672178585,45.11531809253435
2026-04-13T11:42:00+05:30,39.05,41.55,38.35,39.15,51.098546065616894,44.03071480298265
2026-04-13T11:45:00+05:30,39.2,40.4,33.25,33.95,49.53958733237899,42.19785756607671
2026-04-13T11:48:00+05:30,33.9,33.9,25.9,27.4,47.52689757488999,39.50733800860822
2026-04-13T11:51:00+05:30,26.65,30.2,26.65,28.7,45.81536143171817,37.54236746158855
2026-04-13T11:54:00+05:30,28.7,28.7,23.5,25.85,44.00032857428925,35.41648246857245
2026-04-13T11:57:00+05:30,26,28.3,25.65,27.45,42.49575324935386,33.96803111065018
2026-04-13T12:00:00+05:30,27.3,28.9,25.9,28.25,41.20068477213987,32.928389090531965
2026-04-13T12:03:00+05:30,28.35,28.85,25.9,25.9,39.809713429218064,31.6505001649807
2026-04-13T12:06:00+05:30,25.95,25.95,22.55,24.5,38.41792129928915,30.350409225893298
2026-04-13T12:09:00+05:30,24.6,24.6,20.6,23.9,37.098110272081044,29.177607548458152
2026-04-13T12:12:00+05:30,23.9,24.45,20.1,20.8,35.61646388371004,27.654406176011214
2026-04-13T12:15:00+05:30,20.85,21.8,19.6,20.35,34.22860353064549,26.32633232582736
2026-04-13T12:18:00+05:30,20.7,22.1,18.6,18.85,32.83054866422317,24.96699917567693
2026-04-13T12:21:00+05:30,18.85,23.35,18.3,22.45,31.886862422021068,24.509362961917486
2026-04-13T12:24:00+05:30,22.8,23.95,17.25,17.8,30.6062385654737,23.2894787870234
2026-04-13T12:27:00+05:30,18.2,18.7,14.05,14.15,29.110216877703362,21.627755371200962
2026-04-13T12:30:00+05:30,13.8,15.05,13.65,14.05,27.7411062524576,20.24998166734624
2026-04-13T12:33:00+05:30,14.05,15.45,13.8,15.2,26.601005684052364,19.3318031823742
2026-04-13T12:36:00+05:30,15.1,16.4,12.3,12.75,25.34182334913851,18.1351116946698
2026-04-13T12:39:00+05:30,12.55,15.4,11.7,14.55,24.36074849921683,17.483273204729837
2026-04-13T12:42:00+05:30,14.5,14.5,12.55,13,23.327953181106206,16.668132622051687
2026-04-13T12:45:00+05:30,12.9,15.65,12.9,14,22.47995743736928,16.18301759986047
2026-04-13T12:48:00+05:30,13.75,14.75,13.25,14.05,21.71359767033571,15.795196218067657
2026-04-13T12:51:00+05:30,13.95,15.75,13.7,14.6,21.066906973032463,15.577887814782628
2026-04-13T12:54:00+05:30,14.95,20.85,14.95,20.85,21.04718815730224,16.53645366664033
2026-04-13T12:57:00+05:30,20.5,26.2,16.55,17.85,20.756534688456583,16.775280272705725
2026-04-13T13:00:00+05:30,17.6,23.3,16.35,23.3,20.987758807687804,17.961592950395595
2026-04-13T13:03:00+05:30,24.05,28.05,20.75,21.5,21.034326188807096,18.604939686687306
2026-04-13T13:06:00+05:30,21.6,21.6,16.1,16.1,20.585751080733726,18.149496107289615
2026-04-13T13:09:00+05:30,16.2,18.15,14.9,14.9,20.068864618848842,17.55867863323696
2026-04-13T13:12:00+05:30,14.6,15.5,12.15,12.15,19.34896783531713,16.575282518102966
2026-04-13T13:15:00+05:30,12.1,15.2,10.3,14.9,18.944516213924665,16.270685696629698
2026-04-13T13:18:00+05:30,14.7,15.15,9.2,10.4,18.167742012658785,15.20328829724248
2026-04-13T13:21:00+05:30,10.65,12.1,9.55,10.95,17.51158364787162,14.429963152289302
2026-04-13T13:24:00+05:30,10.85,12.15,10.3,12.15,17.024166952610564,14.01542439732761
2026-04-13T13:27:00+05:30,11.75,12.65,10.65,12.65,16.626515411464148,13.767165415995317
2026-04-13T13:30:00+05:30,12.3,12.35,7.65,7.75,15.819559464967407,12.673135340359805
2026-04-13T13:33:00+05:30,8.05,8.05,6.4,6.7,14.990508604515824,11.587110733021659
2026-04-13T13:36:00+05:30,6.6,7.9,5.8,6.55,14.22318964046893,10.671272417926811
2026-04-13T13:39:00+05:30,6.65,8.2,6.65,6.95,13.561990582244484,9.99467743284921
2026-04-13T13:42:00+05:30,7,8.05,6.25,6.9,12.956355074767712,9.432008808694809
2026-04-13T13:45:00+05:30,7,8.05,6.75,7.85,12.492140977061556,9.14437084347757
2026-04-13T13:48:00+05:30,7.95,8.1,5.85,6,11.901946342783233,8.572667053754376
2026-04-13T13:51:00+05:30,6.1,6.8,3.65,3.65,11.151769402530212,7.67763668034449
2026-04-13T13:54:00+05:30,3.75,3.8,2.85,2.95,10.406154002300193,6.81806637482731
2026-04-13T13:57:00+05:30,2.95,3,2.65,2.95,9.728321820272903,6.114781579404163
2026-04-13T14:00:00+05:30,2.9,3,2.35,2.75,9.093928927520821,5.503003110421588
2026-04-13T14:03:00+05:30,2.7,3.1,2.45,2.9,8.530844479564383,5.029729817617663
2026-04-13T14:06:00+05:30,2.8,3.5,2.55,2.95,8.023494981422166,4.65159712350536
2026-04-13T14:09:00+05:30,2.95,6.3,2.95,6.05,7.8440863467474236,4.905852191958931
2026-04-13T14:12:00+05:30,5.8,5.95,3.65,3.65,7.462805769770385,4.67751542978458
2026-04-13T14:15:00+05:30,3.8,5,3.25,3.25,7.079823427063986,4.417967169823747
2026-04-13T14:18:00+05:30,3.2,3.55,2.55,2.85,6.695294024603624,4.1328822298557935
2026-04-13T14:21:00+05:30,2.95,3.1,2.15,2.3,6.295721840548749,3.799630915336558
2026-04-13T14:24:00+05:30,2.3,2.55,1.5,1.55,5.864292582317045,3.3906071125480928
2026-04-13T14:27:00+05:30,1.55,1.75,1.3,1.65,5.481175074833677,3.074133092084803
2026-04-13T14:30:00+05:30,1.75,1.75,0.95,0.95,5.069250068030616,2.6879270753421114
2026-04-13T14:33:00+05:30,0.9,1.1,0.9,1,4.699318243664196,2.3810312434617273
2026-04-13T14:36:00+05:30,1,1,0.65,0.8,4.344834766967451,2.093571017377777
2026-04-13T14:39:00+05:30,0.75,1.1,0.75,0.85,4.0271225154249555,1.867467196036363
2026-04-13T14:42:00+05:30,0.9,1.1,0.7,0.85,3.7382931958408685,1.6824731603933878
2026-04-13T14:45:00+05:30,0.8,0.85,0.45,0.5,3.4439029053098804,1.4674780403218628
2026-04-13T14:48:00+05:30,0.45,0.5,0.35,0.45,3.1717299139180732,1.282482032990615
2026-04-13T14:51:00+05:30,0.4,0.45,0.35,0.45,2.924299921743703,1.1311216633559578
2026-04-13T14:54:00+05:30,0.4,0.55,0.4,0.5,2.703909019767003,1.016372270018511
2026-04-13T14:57:00+05:30,0.45,0.55,0.4,0.5,2.503553654333639,0.922486402742418
2026-04-13T15:00:00+05:30,0.45,0.75,0.25,0.25,2.298685140303308,0.800216147698342
2026-04-13T15:03:00+05:30,0.3,0.3,0.15,0.25,2.1124410366393707,0.7001768481168253
2026-04-13T15:06:00+05:30,0.25,0.25,0.15,0.15,1.9340373060357914,0.6001446939137662
2026-04-13T15:09:00+05:30,0.2,0.25,0.15,0.15,1.771852096396174,0.5183002041112633
2026-04-13T15:12:00+05:30,0.2,0.2,0.1,0.1,1.61986554217834,0.44224562154557906
2026-04-13T15:15:00+05:30,0.15,0.15,0.1,0.1,1.4816959474348543,0.3800191449009283
2026-04-13T15:18:00+05:30,0.15,0.15,0.05,0.1,1.3560872249407767,0.3291065731007595
2026-04-13T15:21:00+05:30,0.05,0.1,0.05,0.05,1.2373520226734334,0.27835992344607596
2026-04-13T15:24:00+05:30,0.05,0.1,0.05,0.1,1.1339563842485758,0.24593084645588034
2026-04-13T15:27:00+05:30,0.05,0.1,0.05,0.05,1.0354148947714326,0.21030705619117482